LeetCode No,Problem Title,Level,Tags,Acceptance,URL
46, Permutations,Medium,ArrayBacktracking,72.8,https://leetcode.com/problems/permutations
47, Permutations II,Medium,ArrayBacktracking,55.6,https://leetcode.com/problems/permutations-ii
48, Rotate Image,Medium,ArrayMathMatrix,67.1,https://leetcode.com/problems/rotate-image
49, Group Anagrams,Medium,ArrayHash TableString1+,64.5,https://leetcode.com/problems/group-anagrams
50," Pow(x, n)",Medium,MathRecursion,32.5,https://leetcode.com/problems/powx-n
53, Maximum Subarray,Medium,ArrayDivide and Conquer1+,49.6,https://leetcode.com/problems/maximum-subarray
54, Spiral Matrix,Medium,ArrayMatrixSimulation,41.8,https://leetcode.com/problems/spiral-matrix
55, Jump Game,Medium,ArrayDynamic ProgrammingGreedy,38,https://leetcode.com/problems/jump-game
56, Merge Intervals,Medium,ArraySorting,45.1,https://leetcode.com/problems/merge-intervals
57, Insert Interval,Medium,Array,37.5,https://leetcode.com/problems/insert-interval
61, Rotate List,Medium,Linked ListTwo Pointers,35.1,https://leetcode.com/problems/rotate-list
62, Unique Paths,Medium,MathDynamic ProgrammingCombinatorics,60.3,https://leetcode.com/problems/unique-paths
64, Minimum Path Sum,Medium,ArrayDynamic ProgrammingMatrix,59.6,https://leetcode.com/problems/minimum-path-sum
71, Simplify Path,Medium,StringStack,38.9,https://leetcode.com/problems/simplify-path
73, Set Matrix Zeroes,Medium,ArrayHash TableMatrix,48.7,https://leetcode.com/problems/set-matrix-zeroes
74, Search a 2D Matrix,Medium,ArrayBinary SearchMatrix,44.9,https://leetcode.com/problems/search-a-2d-matrix
75, Sort Colors,Medium,ArrayTwo PointersSorting,55.3,https://leetcode.com/problems/sort-colors
77, Combinations,Medium,Backtracking,64.4,https://leetcode.com/problems/combinations
78, Subsets,Medium,ArrayBacktrackingBit Manipulation,71.9,https://leetcode.com/problems/subsets
79, Word Search,Medium,ArrayBacktrackingMatrix,39.8,https://leetcode.com/problems/word-search
80, Remove Duplicates from Sorted Array II,Medium,ArrayTwo Pointers,50.7,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii
81, Search in Rotated Sorted Array II,Medium,ArrayBinary Search,35.6,https://leetcode.com/problems/search-in-rotated-sorted-array-ii
82, Remove Duplicates from Sorted List II,Medium,Linked ListTwo Pointers,44.6,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii
86, Partition List,Medium,Linked ListTwo Pointers,48.2,https://leetcode.com/problems/partition-list
90, Subsets II,Medium,ArrayBacktrackingBit Manipulation,53.7,https://leetcode.com/problems/subsets-ii
91, Decode Ways,Medium,StringDynamic Programming,30.5,https://leetcode.com/problems/decode-ways
92, Reverse Linked List II,Medium,Linked List,43.6,https://leetcode.com/problems/reverse-linked-list-ii
95, Unique Binary Search Trees II,Medium,Dynamic ProgrammingBacktracking3+,49.9,https://leetcode.com/problems/unique-binary-search-trees-ii
96, Unique Binary Search Trees,Medium,MathDynamic ProgrammingTree2+,58.5,https://leetcode.com/problems/unique-binary-search-trees
98, Validate Binary Search Tree,Medium,TreeDepth-First Search2+,30.7,https://leetcode.com/problems/validate-binary-search-tree
99, Recover Binary Search Tree,Medium,TreeDepth-First Search2+,49,https://leetcode.com/problems/recover-binary-search-tree
102, Binary Tree Level Order Traversal,Medium,TreeBreadth-First SearchBinary Tree,61.2,https://leetcode.com/problems/binary-tree-level-order-traversal
103, Binary Tree Zigzag Level Order Traversal,Medium,TreeBreadth-First SearchBinary Tree,53.9,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
105, Construct Binary Tree from Preorder and Inorder Traversal,Medium,ArrayHash TableDivide and Conquer2+,58.1,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
106, Construct Binary Tree from Inorder and Postorder Traversal,Medium,ArrayHash TableDivide and Conquer2+,55.7,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal
107, Binary Tree Level Order Traversal II,Medium,TreeBreadth-First SearchBinary Tree,59,https://leetcode.com/problems/binary-tree-level-order-traversal-ii
109, Convert Sorted List to Binary Search Tree,Medium,Linked ListDivide and ConquerTree2+,55.9,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree
113, Path Sum II,Medium,BacktrackingTreeDepth-First Search1+,54.3,https://leetcode.com/problems/path-sum-ii
114, Flatten Binary Tree to Linked List,Medium,Linked ListStackTree2+,58.2,https://leetcode.com/problems/flatten-binary-tree-to-linked-list
116, Populating Next Right Pointers in Each Node,Medium,Linked ListTreeDepth-First Search2+,57.6,https://leetcode.com/problems/populating-next-right-pointers-in-each-node
117, Populating Next Right Pointers in Each Node II,Medium,Linked ListTreeDepth-First Search2+,48.6,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
120, Triangle,Medium,ArrayDynamic Programming,51.2,https://leetcode.com/problems/triangle
122, Best Time to Buy and Sell Stock II,Medium,ArrayDynamic ProgrammingGreedy,62.3,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
128, Longest Consecutive Sequence,Medium,ArrayHash TableUnion Find,48.8,https://leetcode.com/problems/longest-consecutive-sequence
129, Sum Root to Leaf Numbers,Medium,TreeDepth-First SearchBinary Tree,57.3,https://leetcode.com/problems/sum-root-to-leaf-numbers
130, Surrounded Regions,Medium,ArrayDepth-First Search3+,34.4,https://leetcode.com/problems/surrounded-regions
131, Palindrome Partitioning,Medium,StringDynamic ProgrammingBacktracking,60.1,https://leetcode.com/problems/palindrome-partitioning
133, Clone Graph,Medium,Hash TableDepth-First Search2+,48.3,https://leetcode.com/problems/clone-graph
134, Gas Station,Medium,ArrayGreedy,44.5,https://leetcode.com/problems/gas-station
137, Single Number II,Medium,ArrayBit Manipulation,56.8,https://leetcode.com/problems/single-number-ii
138, Copy List with Random Pointer,Medium,Hash TableLinked List,48.6,https://leetcode.com/problems/copy-list-with-random-pointer
139, Word Break,Medium,Hash TableString3+,44.7,https://leetcode.com/problems/word-break
142, Linked List Cycle II,Medium,Hash TableLinked ListTwo Pointers,44.5,https://leetcode.com/problems/linked-list-cycle-ii
143, Reorder List,Medium,Linked ListTwo PointersStack1+,48.5,https://leetcode.com/problems/reorder-list
148, Sort List,Medium,Linked ListTwo Pointers3+,52.4,https://leetcode.com/problems/sort-list
151, Reverse Words in a String,Medium,Two PointersString,28.9,https://leetcode.com/problems/reverse-words-in-a-string
152, Maximum Product Subarray,Medium,ArrayDynamic Programming,34.6,https://leetcode.com/problems/maximum-product-subarray
153, Find Minimum in Rotated Sorted Array,Medium,ArrayBinary Search,48.1,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
155, Min Stack,Medium,StackDesign,50.6,https://leetcode.com/problems/min-stack
162, Find Peak Element,Medium,ArrayBinary Search,46,https://leetcode.com/problems/find-peak-element
166, Fraction to Recurring Decimal,Medium,Hash TableMathString,23.7,https://leetcode.com/problems/fraction-to-recurring-decimal
167, Two Sum II - Input Array Is Sorted,Medium,ArrayTwo PointersBinary Search,59.4,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
172, Factorial Trailing Zeroes,Medium,Math,40.9,https://leetcode.com/problems/factorial-trailing-zeroes
173, Binary Search Tree Iterator,Medium,StackTreeDesign3+,67.6,https://leetcode.com/problems/binary-search-tree-iterator
179, Largest Number,Medium,StringGreedySorting,33.1,https://leetcode.com/problems/largest-number
189, Rotate Array,Medium,ArrayMathTwo Pointers,38.7,https://leetcode.com/problems/rotate-array
198, House Robber,Medium,ArrayDynamic Programming,47.5,https://leetcode.com/problems/house-robber
199, Binary Tree Right Side View,Medium,TreeDepth-First Search2+,59.8,https://leetcode.com/problems/binary-tree-right-side-view
200, Number of Islands,Medium,ArrayDepth-First Search3+,54.3,https://leetcode.com/problems/number-of-islands
201, Bitwise AND of Numbers Range,Medium,Bit Manipulation,41.9,https://leetcode.com/problems/bitwise-and-of-numbers-range
207, Course Schedule,Medium,Depth-First SearchBreadth-First Search2+,45.1,https://leetcode.com/problems/course-schedule
208, Implement Trie (Prefix Tree),Medium,Hash TableStringDesign1+,58.7,https://leetcode.com/problems/implement-trie-prefix-tree
209, Minimum Size Subarray Sum,Medium,ArrayBinary SearchSliding Window1+,43.6,https://leetcode.com/problems/minimum-size-subarray-sum
213, House Robber II,Medium,ArrayDynamic Programming,40,https://leetcode.com/problems/house-robber-ii
215, Kth Largest Element in an Array,Medium,ArrayDivide and ConquerSorting2+,63.8,https://leetcode.com/problems/kth-largest-element-in-an-array
216, Combination Sum III,Medium,ArrayBacktracking,66.2,https://leetcode.com/problems/combination-sum-iii
221, Maximal Square,Medium,ArrayDynamic ProgrammingMatrix,43.6,https://leetcode.com/problems/maximal-square
230, Kth Smallest Element in a BST,Medium,TreeDepth-First Search2+,68,https://leetcode.com/problems/kth-smallest-element-in-a-bst
235, Lowest Common Ancestor of a Binary Search Tree,Medium,TreeDepth-First Search2+,57.5,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree
236, Lowest Common Ancestor of a Binary Tree,Medium,TreeDepth-First SearchBinary Tree,55.8,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
237, Delete Node in a Linked List,Medium,Linked List,72.3,https://leetcode.com/problems/delete-node-in-a-linked-list
238, Product of Array Except Self,Medium,ArrayPrefix Sum,64.1,https://leetcode.com/problems/product-of-array-except-self
240, Search a 2D Matrix II,Medium,ArrayBinary SearchDivide and Conquer1+,48.7,https://leetcode.com/problems/search-a-2d-matrix-ii
241, Different Ways to Add Parentheses,Medium,MathStringDynamic Programming2+,62,https://leetcode.com/problems/different-ways-to-add-parentheses
253, Meeting Rooms II,Medium,ArrayTwo PointersGreedy2+,49.9,https://leetcode.com/problems/meeting-rooms-ii
260, Single Number III,Medium,ArrayBit Manipulation,67.2,https://leetcode.com/problems/single-number-iii
261, Graph Valid Tree,Medium,Depth-First SearchBreadth-First Search2+,46.1,https://leetcode.com/problems/graph-valid-tree
274, H-Index,Medium,ArraySortingCounting Sort,37.7,https://leetcode.com/problems/h-index
275, H-Index II,Medium,ArrayBinary Search,37.1,https://leetcode.com/problems/h-index-ii
277, Find the Celebrity,Medium,Two PointersGreedyGraph1+,46.9,https://leetcode.com/problems/find-the-celebrity
279, Perfect Squares,Medium,MathDynamic Programming1+,52,https://leetcode.com/problems/perfect-squares
281, Zigzag Iterator,Medium,ArrayDesignQueue1+,61.7,https://leetcode.com/problems/zigzag-iterator
285, Inorder Successor in BST,Medium,TreeDepth-First Search2+,47.4,https://leetcode.com/problems/inorder-successor-in-bst
286, Walls and Gates,Medium,ArrayBreadth-First SearchMatrix,59.5,https://leetcode.com/problems/walls-and-gates
287, Find the Duplicate Number,Medium,ArrayTwo PointersBinary Search1+,58.9,https://leetcode.com/problems/find-the-duplicate-number
289, Game of Life,Medium,ArrayMatrixSimulation,65.6,https://leetcode.com/problems/game-of-life
300, Longest Increasing Subsequence,Medium,ArrayBinary SearchDynamic Programming,49.7,https://leetcode.com/problems/longest-increasing-subsequence
307, Range Sum Query - Mutable,Medium,ArrayDesignBinary Indexed Tree1+,38.8,https://leetcode.com/problems/range-sum-query-mutable
309, Best Time to Buy and Sell Stock with Cooldown,Medium,ArrayDynamic Programming,52.8,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
319, Bulb Switcher,Medium,MathBrainteaser,47.4,https://leetcode.com/problems/bulb-switcher
320, Generalized Abbreviation,Medium,StringBacktrackingBit Manipulation,56.6,https://leetcode.com/problems/generalized-abbreviation
322, Coin Change,Medium,ArrayDynamic Programming1+,40.7,https://leetcode.com/problems/coin-change
323, Number of Connected Components in an Undirected Graph,Medium,Depth-First SearchBreadth-First Search2+,61.4,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
328, Odd Even Linked List,Medium,Linked List,59.6,https://leetcode.com/problems/odd-even-linked-list
334, Increasing Triplet Subsequence,Medium,ArrayGreedy,41.6,https://leetcode.com/problems/increasing-triplet-subsequence
337, House Robber III,Medium,Dynamic ProgrammingTree2+,53.6,https://leetcode.com/problems/house-robber-iii
360, Sort Transformed Array,Medium,ArrayMathTwo Pointers1+,54,https://leetcode.com/problems/sort-transformed-array
361, Bomb Enemy,Medium,ArrayDynamic ProgrammingMatrix,50.2,https://leetcode.com/problems/bomb-enemy
362, Design Hit Counter,Medium,ArrayHash TableBinary Search2+,67.6,https://leetcode.com/problems/design-hit-counter
365, Water and Jug Problem,Medium,MathDepth-First SearchBreadth-First Search,35,https://leetcode.com/problems/water-and-jug-problem
366, Find Leaves of Binary Tree,Medium,TreeDepth-First SearchBinary Tree,79,https://leetcode.com/problems/find-leaves-of-binary-tree
369, Plus One Linked List,Medium,Linked ListMath,60.6,https://leetcode.com/problems/plus-one-linked-list
371, Sum of Two Integers,Medium,MathBit Manipulation,50.6,https://leetcode.com/problems/sum-of-two-integers
373, Find K Pairs with Smallest Sums,Medium,ArrayHeap (Priority Queue),38.6,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
377, Combination Sum IV,Medium,ArrayDynamic Programming,49.6,https://leetcode.com/problems/combination-sum-iv
378, Kth Smallest Element in a Sorted Matrix,Medium,ArrayBinary SearchSorting2+,59.9,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
386, Lexicographical Numbers,Medium,Depth-First SearchTrie,59.2,https://leetcode.com/problems/lexicographical-numbers
390, Elimination Game,Medium,MathRecursion,46.3,https://leetcode.com/problems/elimination-game
398, Random Pick Index,Medium,Hash TableMathReservoir Sampling1+,63.5,https://leetcode.com/problems/random-pick-index
402, Remove K Digits,Medium,StringStackGreedy1+,30.5,https://leetcode.com/problems/remove-k-digits
416, Partition Equal Subset Sum,Medium,ArrayDynamic Programming,46.5,https://leetcode.com/problems/partition-equal-subset-sum
417, Pacific Atlantic Water Flow,Medium,ArrayDepth-First Search2+,49.8,https://leetcode.com/problems/pacific-atlantic-water-flow
433, Minimum Genetic Mutation,Medium,Hash TableStringBreadth-First Search,47.1,https://leetcode.com/problems/minimum-genetic-mutation
435, Non-overlapping Intervals,Medium,ArrayDynamic ProgrammingGreedy1+,48.6,https://leetcode.com/problems/non-overlapping-intervals
436, Find Right Interval,Medium,ArrayBinary SearchSorting,49.8,https://leetcode.com/problems/find-right-interval
437, Path Sum III,Medium,TreeDepth-First SearchBinary Tree,50.1,https://leetcode.com/problems/path-sum-iii
442, Find All Duplicates in an Array,Medium,ArrayHash Table,72.6,https://leetcode.com/problems/find-all-duplicates-in-an-array
443, String Compression,Medium,Two PointersString,47.7,https://leetcode.com/problems/string-compression
445, Add Two Numbers II,Medium,Linked ListMathStack,58.8,https://leetcode.com/problems/add-two-numbers-ii
474, Ones and Zeroes,Medium,ArrayStringDynamic Programming,46.5,https://leetcode.com/problems/ones-and-zeroes
494, Target Sum,Medium,ArrayDynamic ProgrammingBacktracking,45.4,https://leetcode.com/problems/target-sum
503, Next Greater Element II,Medium,ArrayStackMonotonic Stack,62.3,https://leetcode.com/problems/next-greater-element-ii
515, Find Largest Value in Each Tree Row,Medium,TreeDepth-First Search2+,64.5,https://leetcode.com/problems/find-largest-value-in-each-tree-row
516, Longest Palindromic Subsequence,Medium,StringDynamic Programming,59.6,https://leetcode.com/problems/longest-palindromic-subsequence
539, Minimum Time Difference,Medium,ArrayMathString1+,55.5,https://leetcode.com/problems/minimum-time-difference
540, Single Element in a Sorted Array,Medium,ArrayBinary Search,58.6,https://leetcode.com/problems/single-element-in-a-sorted-array
542, 01 Matrix,Medium,ArrayDynamic Programming2+,43.9,https://leetcode.com/problems/01-matrix
547, Number of Provinces,Medium,Depth-First SearchBreadth-First Search2+,62.7,https://leetcode.com/problems/number-of-provinces
560, Subarray Sum Equals K,Medium,ArrayHash TablePrefix Sum,44.2,https://leetcode.com/problems/subarray-sum-equals-k
567, Permutation in String,Medium,Hash TableTwo PointersString1+,44.5,https://leetcode.com/problems/permutation-in-string
646, Maximum Length of Pair Chain,Medium,ArrayDynamic ProgrammingGreedy1+,55.9,https://leetcode.com/problems/maximum-length-of-pair-chain
647, Palindromic Substrings,Medium,StringDynamic Programming,65.7,https://leetcode.com/problems/palindromic-substrings
650, 2 Keys Keyboard,Medium,MathDynamic Programming,52.5,https://leetcode.com/problems/2-keys-keyboard
654, Maximum Binary Tree,Medium,ArrayDivide and ConquerStack3+,83.8,https://leetcode.com/problems/maximum-binary-tree
655, Print Binary Tree,Medium,TreeDepth-First Search2+,60.3,https://leetcode.com/problems/print-binary-tree
658, Find K Closest Elements,Medium,ArrayTwo PointersBinary Search2+,44.6,https://leetcode.com/problems/find-k-closest-elements
662, Maximum Width of Binary Tree,Medium,TreeDepth-First Search2+,40.3,https://leetcode.com/problems/maximum-width-of-binary-tree
687, Longest Univalue Path,Medium,TreeDepth-First SearchBinary Tree,39.5,https://leetcode.com/problems/longest-univalue-path
695, Max Area of Island,Medium,ArrayDepth-First Search3+,70,https://leetcode.com/problems/max-area-of-island
701, Insert into a Binary Search Tree,Medium,TreeBinary Search TreeBinary Tree,74.9,https://leetcode.com/problems/insert-into-a-binary-search-tree
702, Search in a Sorted Array of Unknown Size,Medium,ArrayBinary SearchInteractive,71,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size
707, Design Linked List,Medium,Linked ListDesign,27.1,https://leetcode.com/problems/design-linked-list
713, Subarray Product Less Than K,Medium,ArraySliding Window,44.1,https://leetcode.com/problems/subarray-product-less-than-k
725, Split Linked List in Parts,Medium,Linked List,56.9,https://leetcode.com/problems/split-linked-list-in-parts
739, Daily Temperatures,Medium,ArrayStackMonotonic Stack,67.3,https://leetcode.com/problems/daily-temperatures
740, Delete and Earn,Medium,ArrayHash TableDynamic Programming,57.4,https://leetcode.com/problems/delete-and-earn
769, Max Chunks To Make Sorted,Medium,ArrayStackGreedy2+,57.7,https://leetcode.com/problems/max-chunks-to-make-sorted
784, Letter Case Permutation,Medium,StringBacktrackingBit Manipulation,72.7,https://leetcode.com/problems/letter-case-permutation
785, Is Graph Bipartite?,Medium,Depth-First SearchBreadth-First Search2+,51.8,https://leetcode.com/problems/is-graph-bipartite
788, Rotated Digits,Medium,MathDynamic Programming,57.1,https://leetcode.com/problems/rotated-digits
790, Domino and Tromino Tiling,Medium,Dynamic Programming,48,https://leetcode.com/problems/domino-and-tromino-tiling
797, All Paths From Source to Target,Medium,BacktrackingDepth-First Search2+,81,https://leetcode.com/problems/all-paths-from-source-to-target
802, Find Eventual Safe States,Medium,Depth-First SearchBreadth-First Search2+,53,https://leetcode.com/problems/find-eventual-safe-states
814, Binary Tree Pruning,Medium,TreeDepth-First SearchBinary Tree,70.9,https://leetcode.com/problems/binary-tree-pruning
841, Keys and Rooms,Medium,Depth-First SearchBreadth-First SearchGraph,69.3,https://leetcode.com/problems/keys-and-rooms
849, Maximize Distance to Closest Person,Medium,Array,47.5,https://leetcode.com/problems/maximize-distance-to-closest-person
852, Peak Index in a Mountain Array,Medium,ArrayBinary Search,70,https://leetcode.com/problems/peak-index-in-a-mountain-array
861, Score After Flipping Matrix,Medium,ArrayGreedyBit Manipulation1+,74.8,https://leetcode.com/problems/score-after-flipping-matrix
863, All Nodes Distance K in Binary Tree,Medium,TreeDepth-First Search2+,61.3,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
874, Walking Robot Simulation,Medium,ArraySimulation,37.9,https://leetcode.com/problems/walking-robot-simulation
881, Boats to Save People,Medium,ArrayTwo PointersGreedy1+,52.5,https://leetcode.com/problems/boats-to-save-people
890, Find and Replace Pattern,Medium,ArrayHash TableString,75.6,https://leetcode.com/problems/find-and-replace-pattern
904, Fruit Into Baskets,Medium,ArrayHash TableSliding Window,42.7,https://leetcode.com/problems/fruit-into-baskets
931, Minimum Falling Path Sum,Medium,ArrayDynamic ProgrammingMatrix,67.6,https://leetcode.com/problems/minimum-falling-path-sum
934, Shortest Bridge,Medium,ArrayDepth-First Search2+,53,https://leetcode.com/problems/shortest-bridge
973, K Closest Points to Origin,Medium,ArrayMathDivide and Conquer4+,65.9,https://leetcode.com/problems/k-closest-points-to-origin
979, Distribute Coins in Binary Tree,Medium,TreeDepth-First SearchBinary Tree,71.7,https://leetcode.com/problems/distribute-coins-in-binary-tree
981, Time Based Key-Value Store,Medium,Hash TableStringBinary Search1+,52.6,https://leetcode.com/problems/time-based-key-value-store
983, Minimum Cost For Tickets,Medium,ArrayDynamic Programming,64.2,https://leetcode.com/problems/minimum-cost-for-tickets
984, String Without AAA or BBB,Medium,StringGreedy,42.5,https://leetcode.com/problems/string-without-aaa-or-bbb
986, Interval List Intersections,Medium,ArrayTwo Pointers,71.2,https://leetcode.com/problems/interval-list-intersections
990, Satisfiability of Equality Equations,Medium,ArrayStringUnion Find1+,50.2,https://leetcode.com/problems/satisfiability-of-equality-equations
994, Rotting Oranges,Medium,ArrayBreadth-First SearchMatrix,51.8,https://leetcode.com/problems/rotting-oranges
1004, Max Consecutive Ones III,Medium,ArrayBinary SearchSliding Window1+,63.1,https://leetcode.com/problems/max-consecutive-ones-iii
1007, Minimum Domino Rotations For Equal Row,Medium,ArrayGreedy,52.6,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row
1008, Construct Binary Search Tree from Preorder Traversal,Medium,ArrayStackTree3+,80.4,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
1019, Next Greater Node In Linked List,Medium,ArrayLinked ListStack1+,59.7,https://leetcode.com/problems/next-greater-node-in-linked-list
1020, Number of Enclaves,Medium,ArrayDepth-First Search3+,63.3,https://leetcode.com/problems/number-of-enclaves
1027, Longest Arithmetic Subsequence,Medium,ArrayHash TableBinary Search1+,48,https://leetcode.com/problems/longest-arithmetic-subsequence
1035, Uncrossed Lines,Medium,ArrayDynamic Programming,58.1,https://leetcode.com/problems/uncrossed-lines
1041, Robot Bounded In Circle,Medium,MathStringSimulation,55.4,https://leetcode.com/problems/robot-bounded-in-circle
1101, The Earliest Moment When Everyone Become Friends,Medium,ArrayUnion Find,64.3,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends
1143, Longest Common Subsequence,Medium,StringDynamic Programming,58.9,https://leetcode.com/problems/longest-common-subsequence
1146, Snapshot Array,Medium,ArrayHash TableBinary Search1+,37.1,https://leetcode.com/problems/snapshot-array
1218, Longest Arithmetic Subsequence of Given Difference,Medium,ArrayHash TableDynamic Programming,51.7,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference
1219, Path with Maximum Gold,Medium,ArrayBacktrackingMatrix,65.5,https://leetcode.com/problems/path-with-maximum-gold
1254, Number of Closed Islands,Medium,ArrayDepth-First Search3+,63.5,https://leetcode.com/problems/number-of-closed-islands
1310, XOR Queries of a Subarray,Medium,ArrayBit ManipulationPrefix Sum,71.4,https://leetcode.com/problems/xor-queries-of-a-subarray
1325, Delete Leaves With a Given Value,Medium,TreeDepth-First SearchBinary Tree,74.8,https://leetcode.com/problems/delete-leaves-with-a-given-value
1376, Time Needed to Inform All Employees,Medium,TreeDepth-First SearchBreadth-First Search,58.2,https://leetcode.com/problems/time-needed-to-inform-all-employees
1415, The k-th Lexicographical String of All Happy Strings of Length n,Medium,StringBacktracking,71.5,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1448, Count Good Nodes in Binary Tree,Medium,TreeDepth-First Search2+,73,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1456, Maximum Number of Vowels in a Substring of Given Length,Medium,StringSliding Window,57.6,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length
1493, Longest Subarray of 1's After Deleting One Element,Medium,MathDynamic ProgrammingSliding Window,60.1,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element
1508, Range Sum of Sorted Subarray Sums,Medium,ArrayTwo PointersBinary Search1+,59.3,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums
1546, Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,ArrayHash TableGreedy1+,46.8,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1578, Minimum Time to Make Rope Colorful,Medium,ArrayStringDynamic Programming1+,61.2,https://leetcode.com/problems/minimum-time-to-make-rope-colorful
1653, Minimum Deletions to Make String Balanced,Medium,StringDynamic ProgrammingStack,57.5,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced
1657, Determine if Two Strings Are Close,Medium,Hash TableStringSorting,54.5,https://leetcode.com/problems/determine-if-two-strings-are-close
1660, Correct a Binary Tree,Medium,Hash TableTreeDepth-First Search2+,72.7,https://leetcode.com/problems/correct-a-binary-tree
1679, Max Number of K-Sum Pairs,Medium,ArrayHash TableTwo Pointers1+,57.6,https://leetcode.com/problems/max-number-of-k-sum-pairs
1721, Swapping Nodes in a Linked List,Medium,Linked ListTwo Pointers,68.2,https://leetcode.com/problems/swapping-nodes-in-a-linked-list
1852, Distinct Numbers in Each Subarray,Medium,ArrayHash TableSliding Window,72.4,https://leetcode.com/problems/distinct-numbers-in-each-subarray
1894, Find the Student that Will Replace the Chalk,Medium,ArrayBinary SearchSimulation1+,42.2,https://leetcode.com/problems/find-the-student-that-will-replace-the-chalk
1905, Count Sub Islands,Medium,ArrayDepth-First Search3+,66.7,https://leetcode.com/problems/count-sub-islands
1926, Nearest Exit from Entrance in Maze,Medium,ArrayBreadth-First SearchMatrix,41.4,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze
1937, Maximum Number of Points with Cost,Medium,ArrayDynamic Programming,35.7,https://leetcode.com/problems/maximum-number-of-points-with-cost
2028, Find Missing Observations,Medium,ArrayMathSimulation,42.5,https://leetcode.com/problems/find-missing-observations
